County,MedianHouseholdIncome,TotalPopulation,PopAbove20,Citizens,MedianAge,PctMale,PctWhite,PctCollegePlusEdu,PctUninsured,PctForeignBorn,PctNonCitizen,PctDisability,PctUnemployed,PctSSI,PctOASDI,MedianHousingCosts,PctReligious,WoodardAmericanNation,LandAreaSqMiles,NCHS_UrbanRural2013,NCHS_UrbanRural2006,NCHS_UrbanRural1990,State,FoundryCounty,MexicanBorderCounty,,,,Male,Female,Age0_4,Age5_9,Age10_14,Age15_19,Age20_24,Age25_34,Age35_44,Age45_54,Age55_59,Age60_64,Age65_74,Age75_84,Age85,White,Black,AmericanIndianAlaskaNative,Asian,NativeHawaiianPacificIslander,OtherRace,Hispanic,SimpsonDiversityIndex,Population25Plus,EdK8,Ed9_12,EdHS,EdCollNoDegree,EdAssocDegree,EdBachelorDegree,EdGraduateDegree,MedianHousingCosts,Uninsured,ForeignBorn,NonCitizen,Disability,TotalEmp2015,WoodardAmericanNation,LandAreaSqMiles,Employment,LaborForce,Unemployment,TotalSSI,AgedSSI,BlindDisabledSSI,OASDI,SSIPayments,NCHS_UrbanRural2013,NCHS_UrbanRural2006,NCHS_UrbanRural1990,TotalReligiousAdherents,EvangelicalAdherents,CatholicAdherents,MormonAdherents,State,FoundryCounty,MexicanBorderCounty
1061,36024,26815,20272,26238,42.2,49.1%,88.30%,13.80%,15.20%,2.60%,2.20%,21.40%,5.90%,4.60%,1.80%,468,0.614879731,Deep South,574.4083403,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,13174,13641,1551,1663,1698,1631,1510,2945,3396,3689,2118,1640,2886,1706,382,23680,2542,417,364,0,332,973,0.240338487,18762,1579,2352,6960,4159,1395,1747,570,468,4068,698,577,5742,9008,Deep South,574.4083403,10704,11374,670,1237,74,1163,492,662000,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",16488,12807,50,203,1,FALSE,FALSE
1063,20541,8697,6434,8697,42.4,47.1%,19.00%,11.60%,14.50%,0.20%,0.00%,27.70%,10.10%,9.10%,3.50%,453,0.278831781,Deep South,647.1047903,Noncore (nonmetropolitan),Small metro,"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,4095,4602,528,441,656,638,511,954,845,1174,777,657,817,499,200,1654,7072,57,14,0,64,61,0.328091683,5923,462,967,2304,1185,357,460,188,453,1261,19,0,2413,3142,Deep South,647.1047903,2672,2972,300,795,67,728,306,428000,Noncore (nonmetropolitan),Small metro,"Without a city of 10,00 or more (nonmetropolitan)",2425,1134,37,NA,1,FALSE,FALSE
1065,32714,15256,11215,15220,40.2,47.1%,40.30%,13.30%,12.10%,1.00%,0.20%,20.10%,7.60%,7.30%,2.90%,532,0.624737808,Deep South,643.9429507,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,7183,8073,933,889,1079,1140,944,1607,1688,2233,967,1186,1463,805,322,6143,8892,53,48,9,163,170,0.501414881,10271,646,1340,4406,1848,606,1018,407,532,1851,146,36,3060,4967,Deep South,643.9429507,6085,6583,498,1113,78,1035,441,573000,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",9531,4362,25,159,1,FALSE,FALSE
1067,41997,17252,13303,17041,43,47.9%,71.20%,17.10%,12.10%,1.40%,1.20%,19.40%,6.60%,3.60%,1.60%,605,0.475017389,Deep South,561.7503072,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,8259,8993,936,972,1083,958,1090,1622,2263,2303,1314,1291,2018,955,447,12286,4930,107,8,0,77,429,0.421630721,12213,869,1716,4338,2347,925,1151,867,605,2090,245,211,3347,6012,Deep South,561.7503072,6502,6961,459,629,37,592,268,320000,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",8195,6025,NA,NA,1,FALSE,FALSE
1069,41571,103534,76567,102306,39,47.9%,71.30%,19.80%,12.70%,2.40%,1.20%,17.60%,5.80%,3.90%,1.50%,694,0.782921552,Deep South,579.8663518,Small metro,Small metro,Small metro,1,FALSE,FALSE,,,,49563,53971,6567,6760,7255,6385,6293,13337,13262,14171,7011,6279,9298,5162,1754,73834,28301,1151,1211,76,1004,3338,0.438728782,70274,3471,7311,23248,15782,5993,9343,5126,694,13115,2468,1228,18173,63292,Deep South,579.8663518,42912,45569,2657,4071,202,3869,1553,2215000,Small metro,Small metro,Small metro,81059,60486,2551,1119,1,FALSE,FALSE
1071,37745,52860,40153,52205,42.2,49.3%,93.80%,14.40%,14.20%,2.30%,1.20%,16.90%,6.30%,3.20%,1.30%,521,0.547143398,Greater Appalachia,1077.867422,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",1,FALSE,FALSE,,,,26076,26784,2735,3219,3480,3273,2963,5828,6788,7460,4071,3600,5766,2830,847,49576,2109,1641,292,155,734,1450,0.170125293,37190,2999,5609,14819,6147,2988,2876,1752,521,7496,1199,655,8934,24095,Greater Appalachia,1077.867422,22595,24124,1529,1714,103,1611,669,886000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",28922,24116,1515,323,1,FALSE,FALSE
1073,45610,659026,489672,641066,37.4,47.3%,53.70%,26.00%,11.70%,4.00%,2.70%,14.50%,6.00%,3.70%,1.20%,873,0.837985148,Deep South,1111.288546,Large central metro,Large central metro,Medium metro,1,FALSE,FALSE,,,,311581,347445,43235,42326,42091,41702,44703,94662,83564,88528,46683,39720,50057,28947,12808,354223,283247,4437,11818,335,13036,24991,0.537024059,444969,14336,37102,117727,104531,34251,82971,54051,873,77179,26381,17960,95686,455242,Deep South,1111.288546,298271,317150,18879,24551,1165,23386,7859,13629000,Large central metro,Large central metro,Medium metro,552254,308984,55083,4753,1,FALSE,FALSE
1075,35450,14133,10832,14056,43.7,48.3%,88.00%,12.90%,13.20%,0.80%,0.50%,23.90%,5.70%,4.50%,1.80%,428,0.781292012,Greater Appalachia,604.8462673,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,6832,7301,729,1005,805,762,815,1461,1726,1950,1087,1021,1506,973,293,12436,1651,40,3,0,89,196,0.22153795,10017,880,1387,3715,2216,667,686,466,428,1865,117,77,3376,5491,Greater Appalachia,604.8462673,5465,5795,330,638,39,599,261,323000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",11042,8902,NA,NA,1,FALSE,FALSE
1077,43125,92737,70792,91830,41.1,47.9%,88.50%,18.80%,11.20%,1.90%,1.00%,15.70%,6.10%,2.90%,1.10%,631,0.582971198,Greater Appalachia,667.6996219,Small metro,Small metro,Small metro,1,FALSE,FALSE,,,,44419,48318,4982,5290,5394,6279,7922,10489,10795,12488,6644,5944,9276,5180,2054,82113,10136,877,854,102,336,2229,0.231958461,62870,3138,6733,21416,14170,3703,8049,5661,631,10395,1723,907,14567,43535,Greater Appalachia,667.6996219,40922,43561,2639,2680,111,2569,1025,1418000,Small metro,Small metro,Small metro,54063,40963,1948,679,1,FALSE,FALSE
1079,40003,33586,25389,33450,41.7,48.9%,82.50%,12.60%,11.40%,0.70%,0.40%,20.50%,6.70%,4.40%,1.70%,544,0.533525874,Greater Appalachia,690.6774367,Small metro,Small metro,Small metro,1,FALSE,FALSE,,,,16421,17165,1769,2482,1967,1979,2097,3827,4261,5189,2719,1990,3293,1605,408,27706,4197,3073,158,64,276,697,0.368417946,23292,1748,3171,9464,4689,1630,1803,787,544,3815,221,136,6872,9945,Greater Appalachia,690.6774367,13236,14191,955,1467,99,1368,569,763000,Small metro,Small metro,Small metro,17919,15711,87,NA,1,FALSE,FALSE
1081,44570,150982,110434,144677,30.3,49.2%,71.20%,24.20%,10.40%,5.50%,4.20%,11.60%,5.10%,2.20%,0.80%,834,0.377501954,Deep South,607.5519546,Small metro,Small metro,"With a city of 10,000 or more (nonmetropolitan)",1,FALSE,FALSE,,,,74277,76705,8935,9561,8886,13166,22487,21822,18477,17601,7454,7584,9266,4315,1428,107543,36414,1328,5666,93,2754,5615,0.453241213,87947,3223,6825,22389,18989,6596,17110,12815,834,15718,8260,6305,17506,78351,Deep South,607.5519546,71579,75401,3822,3394,145,3249,1140,1861000,Small metro,Small metro,"With a city of 10,000 or more (nonmetropolitan)",56996,30090,2872,830,1,FALSE,FALSE
1083,49570,88805,65959,86653,39,50.3%,83.20%,20.60%,12.00%,4.60%,2.40%,13.30%,5.30%,2.40%,0.90%,708,0.484409662,Greater Appalachia,559.9394283,Medium metro,Medium metro,Medium metro,1,FALSE,FALSE,,,,44626,44179,5377,5567,6154,5748,4955,12061,12374,13645,6117,4951,7194,3453,1209,73903,12294,1075,1473,121,2019,5137,0.319593756,61004,3930,6384,19553,12825,4134,9303,4875,708,10648,4107,2152,11832,35604,Greater Appalachia,559.9394283,38913,41109,2196,2141,134,2007,791,1122000,Medium metro,Medium metro,Medium metro,43018,33582,2462,591,1,FALSE,FALSE
1085,25876,10742,7950,10733,39.5,47.7%,25.90%,13.90%,13.50%,0.20%,0.10%,20.10%,10.40%,7.50%,3.10%,591,0.578756284,Deep South,715.9114614,Medium metro,Medium metro,"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,5125,5617,731,445,911,705,745,1235,1152,1578,854,613,1063,525,185,2787,7984,48,0,0,0,36,0.389034908,7205,512,1351,2540,1304,479,735,284,591,1446,25,9,2159,3970,Deep South,715.9114614,3526,3934,408,806,62,744,329,435000,Medium metro,Medium metro,"Without a city of 10,00 or more (nonmetropolitan)",6217,2439,NA,NA,1,FALSE,FALSE
1087,30738,20018,14778,19939,37.5,45.8%,17.40%,15.80%,12.20%,1.30%,0.40%,17.60%,7.70%,5.60%,2.10%,574,0.478719153,Deep South,608.9081848,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",1,FALSE,FALSE,,,,9166,10852,978,1001,1023,2238,2396,1994,1956,2469,1287,1449,1853,933,441,3490,16381,117,59,0,124,313,0.310466905,12382,770,1529,3825,3095,769,1352,1042,574,2448,262,79,3528,7618,Deep South,608.9081848,7585,8214,629,1125,90,1035,416,596000,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",9583,2695,100,233,1,FALSE,FALSE
1089,57993,346438,257838,336912,37.8,48.9%,71.40%,32.10%,11.70%,5.40%,2.70%,12.60%,5.20%,2.00%,0.70%,855,0.487331066,Greater Appalachia,801.6087314,Medium metro,Medium metro,Medium metro,1,FALSE,FALSE,,,,169422,177016,20508,21254,22762,24076,24562,47209,43228,53986,23139,19716,25977,14777,5244,247199,87866,6004,11863,931,4097,16214,0.461333627,233276,6400,15279,49752,50606,19403,57690,34146,855,40638,18549,9526,43509,245396,Greater Appalachia,801.6087314,165947,175098,9151,6955,432,6523,2356,3789000,Medium metro,Medium metro,Medium metro,168830,105503,14157,4137,1,FALSE,FALSE
1091,32042,20306,15043,20106,42.2,46.5%,47.00%,14.90%,11.90%,1.10%,1.00%,23.30%,7.50%,7.50%,2.90%,565,0.799960603,Deep South,976.8818273,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,9452,10854,1194,1101,1592,1376,1260,2096,2373,2772,1406,1406,2065,1287,378,9548,10510,55,29,0,246,459,0.514786917,13783,758,1361,5782,2859,918,1333,772,565,2414,224,200,4735,9648,Deep South,976.8818273,7328,7921,593,1521,101,1420,582,851000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",16244,10671,386,218,1,FALSE,FALSE
1093,32299,30387,23342,30352,44.1,49.4%,95.30%,14.60%,11.60%,1.70%,0.10%,23.70%,6.70%,3.50%,1.40%,460,0.619607069,Greater Appalachia,742.29201,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,15004,15383,1568,1711,1939,1827,1692,3224,3822,4453,1743,2445,3459,1832,672,28949,1297,269,369,194,74,726,0.134441805,21650,1497,3238,7471,5022,1924,1592,906,460,3520,515,35,7210,13494,Greater Appalachia,742.29201,12181,13053,872,1069,40,1029,436,531000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",18828,16308,474,220,1,FALSE,FALSE
1095,38983,94318,68786,88101,38.8,49.2%,93.70%,16.40%,16.80%,7.70%,6.60%,17.40%,5.50%,3.30%,1.30%,626,0.646133294,Greater Appalachia,565.8420183,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",1,FALSE,FALSE,,,,46409,47909,6265,6464,6629,6174,5751,11591,12159,12573,5760,5864,8820,4478,1790,88397,2575,1287,748,52,3149,11944,0.153758367,63035,6109,8085,20104,13256,5003,6767,3711,626,15828,7257,6217,16438,50262,Greater Appalachia,565.8420183,39905,42238,2333,3144,179,2965,1247,1659000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",60942,43707,8382,609,1,FALSE,FALSE
1097,43809,414251,303196,407456,37,47.8%,61.50%,19.50%,13.90%,3.10%,1.60%,14.90%,6.90%,3.70%,1.30%,816,0.611061892,Deep South,1229.399983,Medium metro,Medium metro,Medium metro,1,FALSE,FALSE,,,,198216,216035,27650,27368,28012,28025,29997,55499,50285,55963,27507,25539,34106,17186,7114,254572,148077,6075,9289,182,3233,10917,0.510886177,273199,11574,28656,89651,62574,20739,39950,20055,816,57787,12735,6795,61814,234127,Deep South,1229.399983,174910,187806,12896,15281,921,14360,5195,8388000,Medium metro,Medium metro,Medium metro,253133,149286,32003,2366,1,FALSE,FALSE
1099,27257,22217,16225,22217,41.1,47.9%,56.10%,13.60%,16.80%,0.20%,0.00%,14.00%,9.00%,4.40%,1.70%,506,0.673313229,Deep South,1025.687412,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,10639,11578,1338,1301,1725,1628,1312,2236,2607,3111,1729,1407,2167,1256,400,12467,9418,400,74,0,10,242,0.511782613,14913,962,1895,6664,2380,1186,1200,626,506,3722,55,0,3112,9180,Deep South,1025.687412,6757,7428,671,980,54,926,377,526000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",14959,8597,100,305,1,FALSE,FALSE
1101,44369,228138,165651,221590,35.2,47.5%,40.00%,24.30%,12.60%,4.30%,2.90%,15.80%,5.90%,4.30%,1.40%,848,0.701132648,Deep South,784.3634402,Medium metro,Medium metro,Medium metro,1,FALSE,FALSE,,,,108296,119842,15578,15434,15020,16455,18115,32968,28590,29223,14409,12960,16424,9531,3431,91180,129727,1231,6393,132,3136,7791,0.531085788,147536,7224,14380,38393,32077,9556,28400,17506,848,28688,9711,6548,36125,171848,Deep South,784.3634402,99902,106159,6257,9922,471,9451,3197,5519000,Medium metro,Medium metro,Medium metro,159955,69894,9480,1893,1,FALSE,FALSE
1103,45751,119786,89264,115147,39.5,49.1%,84.70%,19.70%,14.50%,4.60%,3.90%,16.40%,5.60%,2.80%,1.00%,650,0.69507288,Greater Appalachia,579.3597313,Small metro,Small metro,Small metro,1,FALSE,FALSE,,,,58814,60972,7269,8012,7773,7468,7287,14922,15554,17500,8428,7241,10713,5538,2081,101504,15650,2176,1085,99,1955,9358,0.296088358,81977,5034,9073,25383,18903,6112,11783,5689,650,17416,5559,4639,19679,63861,Greater Appalachia,579.3597313,53185,56346,3161,3322,148,3174,1199,1814000,Small metro,Small metro,Small metro,83260,59647,8380,759,1,FALSE,FALSE
1105,24537,10038,7151,10022,36.3,46.3%,31.30%,11.70%,14.20%,0.50%,0.20%,24.90%,10.10%,10.60%,3.70%,509,0.568838414,Deep South,719.6635181,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,4651,5387,641,452,784,1010,1036,825,1077,1164,662,625,1068,475,219,3145,6873,4,70,0,16,93,0.440800671,6115,449,1103,2362,1022,369,440,370,509,1423,54,16,2499,3703,Deep South,719.6635181,3271,3637,366,1068,75,993,376,626000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",5710,2905,NA,NA,1,FALSE,FALSE
1107,30330,19856,15121,19783,42.4,48.6%,56.80%,11.30%,12.60%,0.40%,0.40%,23.60%,6.90%,6.30%,2.50%,490,0.679895246,Deep South,881.4302466,Small metro,Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,9657,10199,1085,1189,1213,1248,1282,2339,2226,2981,1367,1402,1984,1106,434,11287,8557,22,35,9,136,325,0.500702151,13839,908,2042,5841,2806,873,928,441,490,2498,88,73,4680,6194,Deep South,881.4302466,7728,8299,571,1242,97,1145,499,635000,Small metro,Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",13500,9795,74,NA,1,FALSE,FALSE
1109,32825,33155,24886,32266,31.3,47.7%,58.60%,17.00%,10.60%,3.20%,2.70%,15.80%,6.60%,4.90%,1.80%,601,0.505353642,Deep South,672.1039391,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",1,FALSE,FALSE,,,,15818,17337,1877,1948,1633,2811,5380,4190,3425,3663,1979,1690,2639,1521,399,19445,12827,435,793,14,17,289,0.516637021,19506,964,2987,6604,3329,1060,2785,1777,601,3514,1064,889,5244,19208,Deep South,672.1039391,14738,15775,1037,1629,91,1538,612,900000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",16755,10098,215,323,1,FALSE,FALSE
1111,36924,22648,16987,22405,42.8,49.0%,78.80%,15.40%,14.20%,1.80%,1.10%,16.50%,5.90%,3.80%,1.30%,557,0.579918757,Deep South,580.5494225,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,11090,11558,1259,1350,1553,1499,1438,2109,2831,3144,1787,1400,2356,1328,594,17845,4759,144,82,73,139,668,0.357463701,15549,1625,2149,5528,2764,1139,1472,872,557,3211,399,243,3742,8004,Deep South,580.5494225,9041,9606,565,871,54,817,301,474000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",13134,9053,149,NA,1,FALSE,FALSE
1113,37049,58302,42218,57677,34.8,48.6%,56.00%,17.30%,15.80%,2.40%,1.10%,17.50%,5.60%,3.30%,1.10%,754,0.631024665,Deep South,641.1538487,Medium metro,Medium metro,Medium metro,1,FALSE,FALSE,,,,28347,29955,4504,4186,3764,3630,4046,9162,7338,7655,3788,2982,4243,2269,735,32642,25216,734,661,154,719,2824,0.528962885,38172,2493,4260,12000,9348,3548,4070,2453,754,9207,1396,625,10179,20695,Deep South,641.1538487,23444,24847,1403,1920,113,1807,644,1126000,Medium metro,Medium metro,Medium metro,36790,23650,1595,758,1,FALSE,FALSE
1115,51859,85864,64373,85115,39.8,50.2%,88.30%,16.60%,10.30%,1.80%,0.90%,17.10%,5.50%,2.40%,0.90%,751,0.46315103,Deep South,631.9045278,Large fringe metro,Large fringe metro,Medium metro,1,FALSE,FALSE,,,,43141,42723,5214,5195,6190,4892,5127,11062,12105,12343,5632,5489,7779,3840,996,75835,8491,697,855,4,817,1913,0.225070073,59246,3082,6898,21048,13956,5032,5894,3336,751,8867,1520,749,14721,28496,Deep South,631.9045278,37144,39289,2145,2022,60,1962,741,1090000,Large fringe metro,Large fringe metro,Medium metro,39768,34066,1056,NA,1,FALSE,FALSE
1117,70187,203530,148634,196019,37.9,48.7%,82.40%,32.40%,8.80%,5.50%,3.70%,10.90%,4.50%,1.30%,0.40%,1087,0.421107453,Deep South,785.3689514,Large fringe metro,Large fringe metro,Medium metro,1,FALSE,FALSE,,,,99134,104396,12493,14583,14283,13537,11508,26755,30038,29658,13199,12259,15623,7270,2324,167787,24918,1271,4919,246,7101,11902,0.321754705,137126,3918,7889,29335,30087,10005,36952,18940,1087,17872,11286,7511,22274,120915,Deep South,785.3689514,104466,109404,4938,2583,157,2426,839,1413000,Large fringe metro,Large fringe metro,Medium metro,85708,61933,2883,1508,1,FALSE,FALSE
1119,19501,13341,9940,13157,36.7,44.3%,25.30%,13.20%,19.00%,1.50%,1.40%,20.40%,7.40%,8.50%,3.30%,510,0.372535792,Deep South,903.8894246,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,5905,7436,647,752,774,1228,1812,1186,1327,1655,983,868,1105,731,273,3369,9705,52,226,0,29,53,0.410270191,8128,686,1076,3295,1315,430,797,529,510,2530,196,184,2725,5182,Deep South,903.8894246,4922,5316,394,1139,91,1048,437,628000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4970,2664,37,NA,1,FALSE,FALSE
1121,35155,81437,61408,80614,40.9,48.5%,66.30%,14.70%,12.30%,1.30%,1.00%,18.50%,7.00%,5.10%,1.80%,596,0.540356349,Deep South,736.7771797,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",1,FALSE,FALSE,,,,39494,41943,4608,4567,5794,5060,5294,9792,10744,11599,6000,5268,7637,3693,1381,53973,26746,783,572,49,803,1768,0.472129162,56114,4101,7498,20386,12186,4570,4580,2793,596,10011,1026,823,15046,37611,Deep South,736.7771797,32735,35194,2459,4137,130,4007,1506,2211000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",44005,33499,1769,545,1,FALSE,FALSE
1123,39206,41153,31331,40838,42.8,47.6%,71.10%,17.80%,11.70%,1.50%,0.80%,17.30%,5.80%,3.90%,1.50%,587,0.702378927,Deep South,716.5205874,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",1,FALSE,FALSE,,,,19593,21560,2313,2402,2568,2539,2423,4434,4807,5779,3191,2918,4610,2226,943,29248,11554,274,41,0,364,1017,0.425138033,28908,1588,4255,9945,5794,2315,3276,1735,587,4813,630,315,7127,18614,Deep South,716.5205874,18085,19205,1120,1619,72,1547,604,908000,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",28905,19714,894,158,1,FALSE,FALSE
1125,46565,200458,148011,195752,31.9,48.3%,67.00%,21.20%,10.20%,3.50%,2.30%,11.60%,5.50%,3.20%,1.10%,843,0.520383322,Deep South,1321.677169,Small metro,Small metro,Small metro,1,FALSE,FALSE,,,,96781,103677,11942,11081,12154,17270,27051,28948,23132,23161,12240,10532,13135,6653,3159,134367,62216,1099,3328,166,1303,6446,0.464864961,120960,4269,11450,36907,25925,7965,21230,13214,843,20438,7038,4706,23353,122154,Deep South,1321.677169,96495,102142,5647,6443,224,6219,2218,3584000,Small metro,Small metro,Small metro,104315,71803,3729,1246,1,FALSE,FALSE
1127,35843,65923,49891,65285,42.4,48.6%,93.00%,13.30%,13.30%,1.30%,1.00%,24.80%,7.30%,5.10%,1.90%,520,0.66441151,Greater Appalachia,791.1936164,Large fringe metro,Large fringe metro,"With a city of 10,000 or more (nonmetropolitan)",1,FALSE,FALSE,,,,32013,33910,3888,3888,4239,4017,4105,7334,8196,9312,4644,4641,6871,3697,1091,61340,4546,714,328,37,415,1493,0.166520041,45786,3208,6717,16705,10397,3805,2995,1959,520,8800,868,638,16324,25648,Greater Appalachia,791.1936164,24312,26226,1914,3392,127,3265,1232,1870000,Large fringe metro,Large fringe metro,"With a city of 10,000 or more (nonmetropolitan)",43800,39118,523,512,1,FALSE,FALSE
1129,42811,16997,12450,16942,40.9,49.9%,65.80%,11.70%,15.40%,0.70%,0.30%,24.10%,8.60%,4.20%,2.00%,497,0.60504795,Deep South,1080.206611,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,8490,8507,674,1022,1503,1348,942,1917,2004,2421,1251,1212,1621,846,236,11180,4227,1442,67,0,154,214,0.502487953,11508,676,1566,5310,1965,850,775,366,497,2615,122,55,4095,5861,Deep South,1080.206611,6334,6930,596,715,51,664,334,334000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",10284,7391,30,NA,1,FALSE,FALSE
1131,23750,11235,8084,11235,40.2,47.9%,27.40%,12.10%,16.00%,0.00%,0.00%,17.30%,13.70%,13.00%,4.90%,471,0.634089898,Deep South,888.4982709,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,5376,5859,641,779,861,870,685,1173,1259,1452,790,801,1095,573,256,3073,8092,4,0,0,66,66,0.406393096,7399,517,1158,3058,1306,436,596,328,471,1800,0,0,1947,4369,Deep South,888.4982709,2504,2903,399,1455,80,1375,548,818000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",7124,3442,12,95,1,FALSE,FALSE
1133,33194,24130,18557,23945,43.9,49.2%,98.40%,13.90%,13.20%,1.20%,0.80%,25.50%,7.50%,4.20%,1.80%,481,0.620555325,Greater Appalachia,612.9792324,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1,FALSE,FALSE,,,,11876,12254,1232,1277,1675,1389,1306,2603,2913,3559,1629,1855,2802,1441,449,23740,152,627,43,16,85,667,0.072748736,17251,1688,2730,5816,3651,1401,1179,786,481,3188,295,185,6144,10735,Greater Appalachia,612.9792324,9029,9760,731,1013,82,931,423,510000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",14974,13499,223,135,1,FALSE,FALSE
2013,61518,3304,2833,2278,42.4,66.5%,24.50%,15.40%,56.20%,45.10%,31.10%,7.80%,2.70%,0.40%,#VALUE!,803,0.224273608,Far West,6981.959324,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2,FALSE,FALSE,,,,2198,1106,107,113,117,134,313,473,551,816,265,222,142,36,15,810,308,1082,1048,51,155,398,0.744627965,2520,263,199,993,556,155,306,48,803,1857,1491,1026,257,2725,Far West,6981.959324,2153,2212,59,13,NA,NA,NA,5000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",741,134,NA,NA,2,FALSE,FALSE
2016,84306,5684,4380,4472,36.8,59.7%,36.30%,13.70%,23.50%,35.30%,21.30%,6.30%,3.70%,0.30%,#VALUE!,1210,0.240147783,Far West,4390.259529,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2,FALSE,FALSE,,,,3393,2291,216,391,262,435,472,905,919,1022,386,376,260,32,8,2062,301,862,2282,176,353,623,0.713212936,3908,298,329,1447,1055,203,403,173,1210,1333,2007,1212,356,4224,Far West,4390.259529,3432,3565,133,17,NA,NA,NA,6000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1365,232,185,106,2,FALSE,FALSE
